12,13,07:30:09,00:00:09
15,17,07:30:23,00:00:22
12,13,07:30:25,00:00:08
7,27,07:30:29,00:00:21
7,27,07:30:35,00:00:20
12,13,07:30:37,00:00:09
15,16,07:30:37,00:00:31
7,27,07:30:38,00:00:21
7,27,07:30:42,00:00:21
24,26,07:30:44,00:00:40
24,26,07:30:46,00:00:40
27,6,07:30:47,00:00:22
15,16,07:30:47,00:00:29
24,26,07:30:47,00:00:39
5,28,07:30:48,00:00:45
24,14,07:30:48,00:00:47
7,27,07:30:49,00:00:20
15,16,07:30:49,00:00:27
24,14,07:30:49,00:00:45
15,16,07:30:52,00:00:33
15,19,07:30:53,00:00:51
7,27,07:30:55,00:00:21
24,26,07:30:55,00:00:38
24,14,07:30:57,00:00:47
24,14,07:31:01,00:00:47
7,27,07:31:03,00:00:22
24,26,07:31:03,00:00:40
7,27,07:31:03,00:00:21
24,14,07:31:03,00:00:47
9,11,07:31:04,00:00:52
9,11,07:31:04,00:01:03
24,26,07:31:05,00:00:39
24,14,07:31:05,00:00:47
9,11,07:31:05,00:01:01
24,14,07:31:08,00:00:49
10,13,07:31:09,00:00:52
9,11,07:31:09,00:00:53
1,26,07:31:11,00:01:07
1,4,07:31:11,00:01:00
24,26,07:31:11,00:00:42
24,14,07:31:11,00:00:47
1,26,07:31:12,00:00:57
10,28,07:31:13,00:01:09
24,14,07:31:15,00:00:53
10,13,07:31:15,00:00:54
10,28,07:31:16,00:01:05
24,14,07:31:16,00:00:48
24,26,07:31:18,00:00:38
19,21,07:31:19,00:01:09
24,14,07:31:20,00:00:47
24,14,07:31:23,00:00:49
10,28,07:31:23,00:01:06
24,26,07:31:24,00:00:39
5,16,07:31:25,00:01:23
24,14,07:31:25,00:00:47
24,15,07:31:26,00:01:24
10,13,07:31:27,00:00:55
19,21,07:31:28,00:01:01
24,14,07:31:29,00:00:47
26,25,07:31:29,00:00:49
18,21,07:31:29,00:01:24
10,28,07:31:29,00:01:08
19,21,07:31:30,00:01:00
11,8,07:31:30,00:01:29
11,8,07:31:31,00:01:29
18,21,07:31:31,00:01:27
10,28,07:31:31,00:01:07
11,8,07:31:32,00:01:30
11,8,07:31:33,00:01:28
18,22,07:31:33,00:01:28
11,9,07:31:33,00:01:32
24,14,07:31:34,00:00:48
10,28,07:31:34,00:01:07
1,25,07:31:34,00:01:32
18,21,07:31:35,00:01:18
18,22,07:31:35,00:01:29
10,28,07:31:35,00:01:06
11,9,07:31:36,00:01:30
18,21,07:31:36,00:01:21
11,9,07:31:37,00:01:30
2,25,07:31:37,00:01:34
18,22,07:31:37,00:01:19
18,22,07:31:37,00:01:18
18,22,07:31:37,00:01:20
2,25,07:31:39,00:01:20
10,28,07:31:39,00:01:06
26,14,07:31:40,00:01:35
11,8,07:31:40,00:01:12
18,22,07:31:40,00:01:21
18,22,07:31:41,00:01:19
11,9,07:31:41,00:01:34
26,14,07:31:42,00:01:04
11,8,07:31:42,00:01:32
11,9,07:31:42,00:01:30
11,8,07:31:43,00:01:11
2,25,07:31:43,00:01:14
12,15,07:31:44,00:01:38
11,8,07:31:44,00:01:07
11,9,07:31:44,00:01:36
2,25,07:31:46,00:01:33
3,26,07:31:46,00:01:23
11,9,07:31:46,00:01:29
11,8,07:31:47,00:01:29
11,8,07:31:47,00:01:17
19,21,07:31:47,00:01:09
12,6,07:31:48,00:01:36
12,6,07:31:48,00:01:37
27,6,07:31:48,00:01:02
1,14,07:31:49,00:01:17
11,8,07:31:49,00:01:04
2,25,07:31:49,00:01:14
28,6,07:31:50,00:01:37
5,16,07:31:50,00:01:34
27,6,07:31:50,00:00:28
11,8,07:31:50,00:01:00
11,9,07:31:50,00:01:22
18,22,07:31:51,00:01:18
18,21,07:31:51,00:01:20
11,9,07:31:51,00:01:13
18,21,07:31:52,00:01:14
28,15,07:31:53,00:00:52
24,25,07:31:53,00:01:48
18,21,07:31:53,00:01:18
11,28,07:31:54,00:01:44
18,22,07:31:54,00:01:25
24,25,07:31:55,00:01:27
11,28,07:31:57,00:01:38
24,25,07:31:58,00:01:12
26,4,07:31:59,00:00:59
24,25,07:32:00,00:01:06
19,21,07:32:00,00:01:16
28,15,07:32:01,00:00:44
26,4,07:32:01,00:00:57
15,5,07:32:01,00:01:56
24,25,07:32:02,00:01:03
26,4,07:32:03,00:00:45
10,6,07:32:04,00:01:46
14,22,07:32:04,00:02:01
3,14,07:32:05,00:01:58
15,19,07:32:06,00:02:05
15,19,07:32:06,00:02:03
15,5,07:32:07,00:02:02
3,14,07:32:07,00:02:00
19,4,07:32:07,00:01:54
15,5,07:32:07,00:01:50
15,19,07:32:08,00:01:54
15,19,07:32:08,00:01:56
19,4,07:32:09,00:02:02
15,5,07:32:10,00:01:39
3,14,07:32:11,00:01:50
15,16,07:32:11,00:01:51
24,26,07:32:12,00:01:14
15,5,07:32:12,00:01:42
11,28,07:32:12,00:01:21
15,16,07:32:13,00:01:34
1,4,07:32:13,00:02:04
15,5,07:32:13,00:01:40
1,4,07:32:13,00:01:49
24,26,07:32:13,00:01:15
11,28,07:32:13,00:01:21
15,16,07:32:15,00:01:38
1,4,07:32:15,00:01:45
1,4,07:32:15,00:01:38
15,16,07:32:16,00:01:38
15,5,07:32:16,00:01:20
15,5,07:32:16,00:01:40
24,14,07:32:17,00:01:26
15,16,07:32:18,00:01:37
15,5,07:32:18,00:01:18
27,6,07:32:18,00:00:21
11,28,07:32:20,00:01:13
15,16,07:32:20,00:01:36
24,14,07:32:21,00:01:29
24,14,07:32:22,00:01:26
7,27,07:32:23,00:01:29
7,27,07:32:23,00:01:27
15,16,07:32:23,00:01:37
24,14,07:32:23,00:01:26
7,27,07:32:24,00:00:58
27,10,07:32:24,00:01:18
24,26,07:32:24,00:01:07
15,16,07:32:25,00:01:37
24,14,07:32:25,00:01:25
5,26,07:32:25,00:01:53
7,27,07:32:26,00:00:45
27,6,07:32:26,00:00:21
15,17,07:32:26,00:01:27
15,16,07:32:27,00:01:37
24,26,07:32:27,00:01:03
24,14,07:32:27,00:01:28
7,27,07:32:28,00:00:35
7,27,07:32:28,00:00:58
15,16,07:32:29,00:01:37
24,26,07:32:29,00:00:58
7,27,07:32:30,00:00:32
24,26,07:32:30,00:01:16
7,27,07:32:30,00:00:25
24,14,07:32:30,00:01:14
15,16,07:32:31,00:01:33
15,19,07:32:32,00:02:06
24,14,07:32:32,00:01:21
1,8,07:32:32,00:02:29
15,19,07:32:33,00:02:08
7,27,07:32:33,00:00:25
15,19,07:32:34,00:01:41
24,26,07:32:34,00:00:55
24,14,07:32:34,00:01:22
1,8,07:32:34,00:02:27
15,16,07:32:35,00:01:45
15,19,07:32:35,00:02:02
24,26,07:32:35,00:01:17
15,17,07:32:36,00:01:28
24,14,07:32:36,00:01:06
15,16,07:32:36,00:01:33
15,19,07:32:37,00:01:43
12,6,07:32:38,00:02:13
15,16,07:32:38,00:01:47
12,6,07:32:38,00:02:20
24,26,07:32:38,00:00:47
24,14,07:32:38,00:01:22
5,26,07:32:39,00:01:10
26,25,07:32:39,00:01:12
12,6,07:32:40,00:01:58
12,6,07:32:40,00:02:05
15,16,07:32:40,00:01:35
24,14,07:32:40,00:01:08
12,13,07:32:41,00:00:09
18,21,07:32:42,00:01:53
28,9,07:32:42,00:02:19
9,28,07:32:43,00:02:12
28,16,07:32:43,00:02:07
24,14,07:32:43,00:01:21
28,9,07:32:43,00:02:42
19,21,07:32:44,00:01:54
5,26,07:32:44,00:00:42
1,4,07:32:44,00:01:58
28,8,07:32:44,00:02:28
28,9,07:32:44,00:02:33
26,6,07:32:45,00:02:43
28,16,07:32:45,00:02:08
24,14,07:32:45,00:00:53
18,22,07:32:45,00:01:54
7,27,07:32:45,00:00:21
9,28,07:32:45,00:02:27
24,14,07:32:46,00:01:33
28,9,07:32:46,00:02:24
18,22,07:32:46,00:01:56
18,21,07:32:46,00:01:53
26,6,07:32:46,00:02:26
15,19,07:32:46,00:01:37
18,21,07:32:47,00:01:50
24,26,07:32:47,00:00:46
28,9,07:32:47,00:02:21
28,16,07:32:48,00:02:26
15,19,07:32:48,00:01:37
1,4,07:32:48,00:02:08
7,27,07:32:49,00:00:21
28,9,07:32:49,00:02:25
26,25,07:32:49,00:01:58
28,16,07:32:49,00:01:41
26,25,07:32:50,00:02:14
24,17,07:32:50,00:02:35
26,25,07:32:50,00:01:53
18,22,07:32:51,00:01:51
8,28,07:32:51,00:02:49
15,16,07:32:51,00:01:38
24,14,07:32:51,00:01:24
28,9,07:32:51,00:02:30
26,25,07:32:51,00:01:54
19,21,07:32:51,00:01:59
26,4,07:32:52,00:02:33
26,25,07:32:52,00:01:35
18,22,07:32:52,00:01:41
18,22,07:32:52,00:01:49
18,21,07:32:52,00:01:38
24,17,07:32:53,00:02:52
15,16,07:32:53,00:01:56
28,9,07:32:53,00:02:19
24,26,07:32:53,00:01:19
18,22,07:32:53,00:01:41
26,25,07:32:54,00:02:14
26,4,07:32:54,00:02:15
24,14,07:32:54,00:01:28
19,21,07:32:55,00:01:59
24,14,07:32:55,00:00:48
18,22,07:32:55,00:01:40
26,4,07:32:56,00:01:50
10,9,07:32:56,00:02:50
19,21,07:32:56,00:01:21
7,27,07:32:56,00:00:20
28,9,07:32:56,00:02:29
24,26,07:32:57,00:00:45
24,16,07:32:57,00:02:47
24,26,07:32:57,00:00:52
24,14,07:32:57,00:00:51
18,22,07:32:57,00:01:46
18,21,07:32:57,00:01:50
15,5,07:32:58,00:01:44
28,9,07:32:58,00:01:28
10,13,07:32:58,00:01:53
24,16,07:32:59,00:02:42
15,5,07:32:59,00:01:44
19,21,07:32:59,00:01:24
24,16,07:33:00,00:02:30
18,22,07:33:00,00:01:40
24,16,07:33:00,00:02:38
15,5,07:33:00,00:01:36
24,26,07:33:00,00:00:45
24,14,07:33:01,00:01:00
10,9,07:33:01,00:02:37
24,16,07:33:02,00:02:37
8,12,07:33:02,00:02:22
28,9,07:33:02,00:01:37
3,17,07:33:03,00:02:42
8,12,07:33:03,00:01:47
26,6,07:33:04,00:01:39
24,14,07:33:04,00:01:28
26,25,07:33:04,00:02:02
14,16,07:33:04,00:02:21
24,16,07:33:04,00:02:22
8,11,07:33:04,00:02:58
8,11,07:33:04,00:02:58
8,11,07:33:05,00:03:02
26,2,07:33:05,00:02:49
7,10,07:33:05,00:01:51
8,12,07:33:05,00:02:10
24,14,07:33:05,00:01:28
24,16,07:33:06,00:02:23
7,10,07:33:06,00:01:35
19,28,07:33:06,00:02:46
8,11,07:33:06,00:02:55
8,11,07:33:06,00:02:40
8,11,07:33:07,00:02:55
1,4,07:33:08,00:01:46
8,11,07:33:08,00:02:48
8,11,07:33:08,00:02:21
24,16,07:33:09,00:02:21
24,14,07:33:09,00:00:54
8,11,07:33:09,00:02:40
1,4,07:33:10,00:02:06
8,11,07:33:10,00:02:32
8,11,07:33:10,00:02:33
26,25,07:33:10,00:01:06
23,16,07:33:11,00:02:49
24,14,07:33:11,00:00:52
3,26,07:33:11,00:02:12
24,26,07:33:11,00:01:08
8,11,07:33:11,00:02:38
8,11,07:33:12,00:02:06
24,14,07:33:12,00:01:16
11,8,07:33:12,00:02:31
11,8,07:33:12,00:02:22
8,11,07:33:13,00:02:37
10,25,07:33:13,00:03:01
10,28,07:33:13,00:02:26
14,16,07:33:13,00:02:14
24,14,07:33:13,00:00:53
8,11,07:33:13,00:02:26
8,11,07:33:13,00:01:46
24,14,07:33:14,00:00:52
8,11,07:33:14,00:02:04
11,8,07:33:14,00:02:21
14,16,07:33:15,00:01:46
24,26,07:33:15,00:00:42
1,6,07:33:15,00:02:50
8,11,07:33:15,00:02:35
8,11,07:33:15,00:01:33
11,8,07:33:15,00:02:21
10,28,07:33:15,00:02:25
10,13,07:33:16,00:02:00
11,9,07:33:16,00:02:45
14,16,07:33:16,00:02:15
11,8,07:33:16,00:02:09
11,8,07:33:16,00:02:20
11,9,07:33:16,00:02:21
14,16,07:33:17,00:01:46
8,11,07:33:17,00:02:01
18,4,07:33:17,00:03:10
19,4,07:33:17,00:03:15
24,14,07:33:17,00:01:29
8,11,07:33:17,00:02:31
8,11,07:33:17,00:01:30
10,28,07:33:17,00:02:22
1,26,07:33:18,00:01:30
11,9,07:33:18,00:02:48
8,11,07:33:19,00:02:00
8,11,07:33:19,00:02:28
8,11,07:33:19,00:01:28
19,4,07:33:19,00:02:53
11,8,07:33:19,00:02:17
11,8,07:33:19,00:01:59
19,21,07:33:19,00:02:13
24,16,07:33:20,00:02:33
19,4,07:33:20,00:02:47
24,14,07:33:20,00:01:10
27,25,07:33:20,00:02:18
5,25,07:33:20,00:02:46
11,9,07:33:20,00:02:37
10,28,07:33:20,00:02:14
10,13,07:33:21,00:01:52
8,11,07:33:21,00:02:21
8,11,07:33:21,00:02:00
9,11,07:33:21,00:02:27
11,8,07:33:21,00:01:52
26,4,07:33:21,00:01:19
8,12,07:33:21,00:02:27
11,8,07:33:21,00:01:56
10,28,07:33:21,00:02:05
26,4,07:33:22,00:03:05
19,21,07:33:22,00:01:31
9,11,07:33:22,00:02:28
11,9,07:33:22,00:02:48
24,26,07:33:23,00:01:25
8,11,07:33:23,00:01:58
11,8,07:33:23,00:01:55
5,25,07:33:23,00:02:16
8,11,07:33:23,00:02:14
19,21,07:33:23,00:01:22
10,28,07:33:23,00:02:10
26,4,07:33:24,00:01:50
5,16,07:33:24,00:02:40
24,26,07:33:24,00:01:01
24,14,07:33:24,00:00:50
8,11,07:33:24,00:01:37
19,21,07:33:24,00:01:24
10,28,07:33:24,00:01:51
10,13,07:33:25,00:01:44
8,11,07:33:25,00:01:37
11,9,07:33:25,00:02:27
28,26,07:33:25,00:03:14
5,16,07:33:25,00:03:04
24,15,07:33:25,00:02:58
24,14,07:33:25,00:00:55
8,11,07:33:25,00:02:14
19,15,07:33:26,00:02:48
24,26,07:33:26,00:00:45
5,16,07:33:26,00:02:37
8,11,07:33:26,00:01:32
9,11,07:33:26,00:01:53
26,25,07:33:26,00:00:52
10,13,07:33:27,00:01:40
5,16,07:33:27,00:02:47
24,15,07:33:27,00:02:50
5,25,07:33:27,00:02:45
8,11,07:33:27,00:02:04
